author_id,openalex_id,openalex_display_name,affiliation,all_affiliations,affiliation_country_code,affiliation_source,openalex_match_status
pid:372/2711-1,https://openalex.org/A5112910666,L. Zhu,Georgia Institute of Technology,Georgia Institute of Technology,US,last_known_institutions_primary,matched_by_orcid
pid:372/3098,https://openalex.org/A5102633178,Hengyu Liu,Chinese University of Hong Kong,Chinese University of Hong Kong|Jiangsu University of Science and Technology|Aalborg University,CN,last_known_institutions_primary,matched_by_orcid
pid:372/3140,https://openalex.org/A5094229712,Benjamin Weinstein-Raun,Secure World Foundation,Secure World Foundation,US,last_known_institutions_primary,matched_by_orcid
pid:372/7286,,,,,,,not_found
pid:374/2302,https://openalex.org/A5116167297,Jayden Teoh,,,,missing,matched_by_name
pid:375/1324,https://openalex.org/A5095084201,Celia Rubio-Madrigal,,,,missing,matched_by_name
pid:375/3911-1,,,,,,,not_found
pid:375/6453-1,,,,,,,not_found
pid:375/6542,https://openalex.org/A5074413937,Juan L. Gamella,ETH Zurich,ETH Zurich,CH,affiliations_fallback,matched_by_orcid
pid:375/8655,https://openalex.org/A5001496347,Sergio Calo,Universidade de Santiago de Compostela,Universidade de Santiago de Compostela,ES,last_known_institutions_primary,matched_by_orcid
pid:376/0879,,,,,,,not_found
pid:377/1554,https://openalex.org/A5016916652,Yu Yvonne Wu,University of Cambridge,University of Cambridge,GB,affiliations_fallback,matched_by_orcid
pid:377/7065,https://openalex.org/A5098748955,Itamar Reinman,Technion – Israel Institute of Technology,Technion – Israel Institute of Technology,IL,last_known_institutions_primary,matched_by_name
pid:378/1193,https://openalex.org/A5103324447,Changle Qu,Renmin University of China,Renmin University of China,CN,last_known_institutions_primary,matched_by_orcid
pid:378/1808,https://openalex.org/A5101563385,Zining Zhu,Stevens Institute of Technology,Stevens Institute of Technology|Chinese Academy of Sciences|Aerospace Information Research Institute,US,last_known_institutions_primary,matched_by_orcid
pid:378/4049,https://openalex.org/A5086363190,Jizhou Guo,Shanghai Innovative Research Center of Traditional Chinese Medicine,Shanghai Innovative Research Center of Traditional Chinese Medicine,CN,last_known_institutions_primary,matched_by_name
pid:378/5304,,,,,,,not_found
pid:379/6085,https://openalex.org/A5073047048,Dake Bu,,,,missing,matched_by_name
pid:38/1070-1,https://openalex.org/A5101457351,Yu Su,Xi'an Jiaotong University,Xi'an Jiaotong University,CN,last_known_institutions_primary,matched_by_orcid
pid:38/10816,https://openalex.org/A5035141289,Hongteng Xu,Renmin University of China,Renmin University of China,CN,last_known_institutions_primary,matched_by_orcid
pid:38/1893-1,https://openalex.org/A5060407332,Martin Trapp,KTH Royal Institute of Technology,KTH Royal Institute of Technology|Aalto University,SE,last_known_institutions_primary,matched_by_orcid
pid:38/193,https://openalex.org/A5031717623,Kayhan Batmanghelich,Boston University,Boston University|University of Massachusetts Boston,US,last_known_institutions_primary,matched_by_orcid
pid:38/1956-7,https://openalex.org/A5100368524,Wenjie Wang,University of Science and Technology of China,University of Science and Technology of China|National University of Singapore|Henan University of Science and Technology|Xi'an Shiyou University|Chinese Academy of Medical Sciences & Peking Union Medical College|Xi'an Polytechnic University|Institute of Soil and Water Conservation|Henan Institute of Science and Technology|Zhejiang University|Northwest A&F University|Wuhan Institute of Technology,CN,last_known_institutions_primary,matched_by_orcid
pid:38/1966,https://openalex.org/A5029829952,George A. Constantinides,Imperial College London,Imperial College London,GB,last_known_institutions_primary,matched_by_orcid
pid:38/1978-2,https://openalex.org/A5100355220,Yifei Li,University of Science and Technology of China,University of Science and Technology of China|Guangxi University|Harbin Institute of Technology|Dalian University of Technology|Huzhou University,CN,last_known_institutions_primary,matched_by_orcid
pid:38/2361,https://openalex.org/A5006670993,Jean B. Lasserre,Laboratoire d'Analyse et d'Architecture des Systèmes,Laboratoire d'Analyse et d'Architecture des Systèmes,FR,affiliations_fallback,matched_by_orcid
pid:38/2418-1,https://openalex.org/A5101859955,Yabin Wang,Harbin Institute of Technology,Harbin Institute of Technology|Tianjin Energy Investment Group (China),CN,last_known_institutions_primary,matched_by_orcid
pid:38/2451-1,https://openalex.org/A5101492251,Fernando Díaz,Mexican Social Security Institute,Mexican Social Security Institute|Universidad de Buenos Aires|Carnegie Mellon University,MX,last_known_institutions_primary,matched_by_orcid
pid:38/247,https://openalex.org/A5055199976,Jeff Schneider,Carnegie Mellon University,Carnegie Mellon University,US,last_known_institutions_primary,matched_by_orcid
pid:38/2512-2,https://openalex.org/A5100669729,Lizhen Wang,Wannan Medical College,Wannan Medical College|Fudan University|First Affiliated Hospital of Wannan Medical College|Ocean University of China,CN,last_known_institutions_primary,matched_by_orcid
pid:38/2606-1,https://openalex.org/A5101613966,Christian Wolf,Cameco (Germany),Cameco (Germany),DE,last_known_institutions_primary,matched_by_orcid
pid:38/2612,https://openalex.org/A5057424614,Matt Fredrikson,Carnegie Mellon University,Carnegie Mellon University,US,last_known_institutions_primary,matched_by_orcid
pid:38/2655,https://openalex.org/A5034129725,Anthony W. Lin,University of Kaiserslautern,University of Kaiserslautern|Max Planck Institute for Software Systems|University of Applied Sciences Kaiserslautern,DE,last_known_institutions_primary,matched_by_orcid
pid:38/2865,https://openalex.org/A5027774255,Konstantina Palla,Microsoft Research (United Kingdom),Microsoft Research (United Kingdom),GB,affiliations_fallback,matched_by_orcid
pid:38/326-1,https://openalex.org/A5012260410,Xikun Zhang,University of Namur,University of Namur|Wuhan University of Technology|Qinghai Provincial Peoples Hospital,BE,last_known_institutions_primary,matched_by_orcid
pid:38/326-2,https://openalex.org/A5061638152,Xikun Zhang,RMIT University,RMIT University,AU,last_known_institutions_primary,matched_by_orcid
pid:38/3390,https://openalex.org/A5027041248,Albert Gatt,Utrecht University,Utrecht University,NL,affiliations_fallback,matched_by_orcid
pid:38/3526-1,https://openalex.org/A5027034307,Lin Ning,Google (United States),Google (United States)|North Carolina State University,US,last_known_institutions_primary,matched_by_orcid
pid:38/3641,https://openalex.org/A5004167801,Ah‐Hwee Tan,Multimedia University,Multimedia University|Singapore Management University,MY,last_known_institutions_primary,matched_by_orcid
pid:38/3988,https://openalex.org/A5065529268,Zhixu Li,Fudan University,Fudan University|Suzhou Research Institute|Renmin University of China,CN,last_known_institutions_primary,matched_by_orcid
pid:38/4086,https://openalex.org/A5072913672,Yuval Elovici,Ben-Gurion University of the Negev,Ben-Gurion University of the Negev,IL,last_known_institutions_primary,matched_by_orcid
pid:38/4285,https://openalex.org/A5040587162,Robert Gaizauskas,University of Sheffield,University of Sheffield,GB,last_known_institutions_primary,matched_by_orcid
pid:38/4304-3,https://openalex.org/A5007598993,Yi Gao,Tongji University,Tongji University|Shandong Normal University|Zhejiang University|Southeast University,CN,last_known_institutions_primary,matched_by_orcid
pid:38/4386,https://openalex.org/A5015003622,Sinan Yıldırım,Sabancı Üniversitesi,Sabancı Üniversitesi,TR,last_known_institutions_primary,matched_by_orcid
pid:38/4506,https://openalex.org/A5029998748,Naira Hovakimyan,University of Illinois Urbana-Champaign,University of Illinois Urbana-Champaign,US,last_known_institutions_primary,matched_by_orcid
pid:38/4525,https://openalex.org/A5001087292,Marc G. Bellemare,McGill University,McGill University,CA,affiliations_fallback,matched_by_orcid
pid:38/4539-1,https://openalex.org/A5100322066,Fan Chen,University of Central Florida,University of Central Florida|Indiana University Bloomington,US,last_known_institutions_primary,matched_by_orcid
pid:38/4674-1,https://openalex.org/A5134728896,Yi Jin,Beijing Jiaotong University,Beijing Jiaotong University,CN,last_known_institutions_primary,matched_by_orcid
pid:38/4674-2,https://openalex.org/A5039480817,Yi Jin,Harbin University of Science and Technology,Harbin University of Science and Technology|Beijing Institute of Technology|University of Science and Technology of China|Beijing Jiaotong University|Sichuan University|West China Hospital of Sichuan University|China Electric Equipment Group (China)|Research Institute of Precision Instruments (Russia)|Zhejiang Energy Research Institute|Quzhou University|Chongqing University of Technology|Zhejiang University|Power Grid Corporation (India),CN,last_known_institutions_primary,matched_by_orcid
pid:38/4897,https://openalex.org/A5135994651,Simo Särkkä,Aalto University,Aalto University,FI,last_known_institutions_primary,matched_by_orcid
pid:38/4969,https://openalex.org/A5074371899,Andreas Spanias,Arizona State University,Arizona State University,US,last_known_institutions_primary,matched_by_orcid
pid:38/4996,https://openalex.org/A5035706700,Leong Hou U,University of Macau,University of Macau|City University of Macau,MO,last_known_institutions_primary,matched_by_orcid
pid:38/5132,https://openalex.org/A5133363445,Jian Lu,Nanjing University,Nanjing University,CN,last_known_institutions_primary,matched_by_orcid
pid:38/5145,https://openalex.org/A5074825049,Kurt Stockinger,ZHAW Zurich University of Applied Sciences,ZHAW Zurich University of Applied Sciences,CH,last_known_institutions_primary,matched_by_orcid
pid:38/5156-1,https://openalex.org/A5100372505,Teng Zhang,University of Central Florida,University of Central Florida,US,last_known_institutions_primary,matched_by_orcid
pid:38/5198,https://openalex.org/A5041836791,Sven Schewe,University of Liverpool,University of Liverpool,GB,last_known_institutions_primary,matched_by_orcid
pid:38/5267-4,https://openalex.org/A5100673745,Yu Zhu,Xuzhou University of Technology,Xuzhou University of Technology|Northwestern Polytechnical University|State Grid Corporation of China (China)|Jiangsu Vocational Institute of Architectural Technology|Tsinghua–Berkeley Shenzhen Institute|Shaanxi University of Science and Technology|Zhejiang University|Tsinghua University,CN,last_known_institutions_primary,matched_by_orcid
pid:38/5267-5,https://openalex.org/A5100673751,Yu Zhu,East China University of Science and Technology,East China University of Science and Technology|Purdue University West Lafayette|Fudan University,CN,last_known_institutions_primary,matched_by_orcid
pid:38/5435,https://openalex.org/A5102851352,Jianbing Shen,University of Macau,University of Macau|City University of Macau,MO,last_known_institutions_primary,matched_by_orcid
pid:38/5467-5,https://openalex.org/A5050620372,Jie Shi,Shanghai University of Engineering Science,Shanghai University of Engineering Science|Shenzhen Academy of Robotics,CN,last_known_institutions_primary,matched_by_orcid
pid:38/5510,https://openalex.org/A5102564359,Ren Ng,"University of California, Berkeley","University of California, Berkeley",US,last_known_institutions_primary,matched_by_orcid
pid:38/559,https://openalex.org/A5135702966,Yunhuai Liu,Peking University,Peking University,CN,last_known_institutions_primary,matched_by_orcid
pid:38/5599,https://openalex.org/A5065193885,František Mráz,Charles University,Charles University,CZ,last_known_institutions_primary,matched_by_orcid
pid:38/5957-1,https://openalex.org/A5082208896,Xiaojun Lin,Tianjin University,Tianjin University|Purdue University West Lafayette,CN,last_known_institutions_primary,matched_by_orcid
pid:38/5967,https://openalex.org/A5072214224,Daniel D. Lee,Washington University in St. Louis,Washington University in St. Louis|Cornell University|Michigan State University,US,last_known_institutions_primary,matched_by_orcid
pid:38/6013-1,https://openalex.org/A5047170063,Ying Ding,Chinese PLA General Hospital,Chinese PLA General Hospital|Wuhan University of Science and Technology,CN,last_known_institutions_primary,matched_by_orcid
pid:38/6049-10,https://openalex.org/A5100616426,Hao Jiang,Guiyang Medical University,Guiyang Medical University|Wuhan University|Affiliated Hospital of Guizhou Medical University|Southwest Jiaotong University|Xi'an Jiaotong University,CN,last_known_institutions_primary,matched_by_orcid
pid:38/6049-14,https://openalex.org/A5101667242,Hao Jiang,Shanghai Center for Brain Science and Brain-Inspired Technology,Shanghai Center for Brain Science and Brain-Inspired Technology,CN,last_known_institutions_primary,matched_by_orcid
pid:38/6049-22,https://openalex.org/A5002846606,Hao Jiang,National Earthquake Response Support Service,National Earthquake Response Support Service,CN,last_known_institutions_primary,matched_by_orcid
pid:38/6049-23,https://openalex.org/A5100712105,Hao Jiang,Wuhan University,Wuhan University,CN,last_known_institutions_primary,matched_by_orcid
pid:38/6056-2,https://openalex.org/A5029104097,Can Yang,Macau University of Science and Technology,Macau University of Science and Technology|Tongji University|Nanchang University|Hong Kong University of Science and Technology|Sichuan University|Line Corporation (Japan)|The Enteric Nervous System in Gut and Brain Disorders|Affiliated Hospital of North Sichuan Medical College|Shanghai Pulmonary Hospital|BIO Intelligence Service (France)|Guangzhou HKUST Fok Ying Tung Research Institute|Hangzhou Medical College|Toronto Metropolitan University|University of Hong Kong|Xinjiang University,MO,last_known_institutions_primary,matched_by_orcid
